category,name,brand,id,address,district,city,province,brand-info
4S店,凯威富檑上汽大众,大众,100014816,北京市房山区良乡凯旋大街50号,房山区,北京市,北京,上汽大众
4S店,良乡万达,大众,100103209,北京市房山区良乡拱辰北大街29号,房山区,北京市,北京,一汽-大众
4S店,永定门大众展厅,大众,100049876,北京市东城区南二环永定门桥向东800米,房山区,北京市,北京,一汽-大众
4S店,高超连振大众,大众,100050577,北京市房山区长阳镇北广城村西北广阳城环路5号,房山区,北京市,北京,上汽大众
4S店,北京鑫万维富达,大众,100041588,北京市顺义区南法信镇政府东侧600米,顺义区,北京市,北京,一汽-大众
4S店,运通嘉恩,大众,100047175,北京市顺义区赵全营镇牛板路板桥段43号,顺义区,北京市,北京,一汽-大众
4S店,北京富熙博林,大众,100050451,北京市顺义区仁和地区梅沟营村西,顺义区,北京市,北京,上汽大众
4S店,德驿通程,大众,100044842,北京市密云区新南路37号,密云区,北京市,北京,上汽大众
4S店,北京硕川汽车,大众,100049882,北京市密云县密云镇滨阳新村路口,密云区,北京市,北京,一汽-大众
4S店,宏伟兴业,大众,100087218,北京市平谷区东高村镇东高村兴业路15号,平谷区,北京市,北京,上汽大众
4S店,北京鑫万维,大众,100087928,北京市平谷区东高村镇东高村兴业路39号,平谷区,北京市,北京,一汽-大众
4S店,华信宏业,大众,100102799,北京市怀柔区北房镇龙云路２号,怀柔区,北京市,北京,一汽-大众
4S店,鑫敏恒传祺新能源,广汽新能源,100131823,北京市大兴区西红门镇宏旭路2号,大兴区,北京市,北京,广汽新能源
4S店,富电广汽新能源,广汽新能源,100130886,北京市朝阳区成寿寺路甲131号,丰台区,北京市,北京,广汽新能源
